RespondentID,State,Region,AgeGroup,Gender,IncomeBracket,RaceEthnicity,PlanPurchase12Mo,RecentPurchasePrice,ChannelPreference,TradSlipOnBrand,HandsFreeAwareness,BrandAwarenessProxy_DistWt,DistNearestRetailerMiles,DistNearestFlagshipMiles,IsControlGroup,SawFeatureExplanation,Initial_Intent_79,Initial_Intent_99,Initial_Intent_119,Initial_Intent_139,Initial_Intent_159,Initial_Intent_179,Initial_Intent_199,Initial_Prob_79,Initial_Prob_99,Initial_Prob_119,Initial_Prob_139,Initial_Prob_159,Initial_Prob_179,Initial_Prob_199,Post_Intent_79,Post_Intent_99,Post_Intent_119,Post_Intent_139,Post_Intent_159,Post_Intent_179,Post_Intent_199,Post_Prob_79,Post_Prob_99,Post_Prob_119,Post_Prob_139,Post_Prob_159,Post_Prob_179,Post_Prob_199,ValuePerceptionPost,VW_TooCheap,VW_Bargain,VW_Expensive,VW_TooExpensive,Importance_Brand,Importance_Comfort,Importance_Durability,Importance_Fit,Importance_HandsFreeConvenience,Importance_Material,Importance_Price,Importance_Style,Top3Driver1,Top3Driver2,Top3Driver3,PrimaryUsage,MultiPurchaseLikelihood,Segment
351,RI,Northeast,45-54,Female,$25k-$49k,White,Yes,$50-$99,Online Primarily,Skechers,Vaguely aware of it,0.107,96.8,108.4,0,1,4,4,3,2,2,1,1,82,57,47,13,9,4,0,4,4,3,2,2,2,1,72,75,44,17,19,7,0,4.0,80,90,130,155,1,4,5,3,2,4,5,2,Durability,Price,Comfort,Travel,4,Value Seekers
352,WI,Midwest,35-44,Male,Less than $25k,Hispanic or Latino,Yes,$50-$99,Equal Mix,None,Very familiar,0.0892,76.3,68.7,1,0,4,3,3,2,1,1,1,90,70,50,26,7,2,0,4,3,3,2,2,1,1,77,65,37,32,0,0,0,,85,110,140,160,3,5,4,4,4,3,3,5,Comfort,Style,HandsFreeConvenience,Everyday casual wear,4,Premium Enthusiasts
353,MN,Midwest,18-24,Male,$75k-$99k,White,Yes,$100-$149,Equal Mix,Crocs,Somewhat familiar,0.1709,71.4,45.6,0,1,5,4,3,3,2,1,2,88,78,63,47,27,15,15,5,4,4,4,3,2,1,100,75,64,59,39,5,10,3.0,100,110,190,225,3,5,4,3,3,3,4,5,Comfort,Style,Price,Other,2,Interested Pragmatists
354,HI,West,65+,Female,$150k+,White,Yes,$150-$199,In-Store Primarily,Nike,Never heard of it,0.01,69.8,-1.0,0,1,4,4,3,3,3,2,2,85,86,65,58,51,14,9,5,5,4,3,4,3,2,100,100,77,63,70,35,5,4.0,70,160,170,210,2,4,4,3,3,3,4,3,Comfort,Price,Durability,Travel,4,Interested Pragmatists
355,WI,Midwest,65+,Male,Less than $25k,White,Yes,$100-$149,In-Store Primarily,None,Vaguely aware of it,0.113,93.0,59.0,1,0,3,2,1,1,1,1,1,52,33,7,5,2,1,0,3,2,2,1,1,1,1,45,29,28,0,0,0,0,,40,65,105,115,3,5,4,3,4,3,2,5,Style,Comfort,Durability,Everyday casual wear,4,Premium Enthusiasts
356,NV,West,25-34,Male,$100k-$149k,White,Yes,$100-$149,Depends on Type,Vans,Vaguely aware of it,0.0973,74.2,133.0,1,0,4,4,3,2,2,1,1,73,67,46,29,31,3,0,4,4,3,3,2,2,1,92,77,59,43,34,1,0,,70,95,155,165,3,5,3,2,4,3,3,3,Comfort,HandsFreeConvenience,Brand,Travel,3,Interested Pragmatists
357,HI,West,18-24,Female,$25k-$49k,White,No,$50-$99,Equal Mix,Crocs,Somewhat familiar,0.01,74.9,-1.0,1,0,4,5,4,3,3,2,2,85,89,76,63,61,16,15,5,4,4,4,3,2,2,100,100,78,73,52,14,6,,110,125,220,235,4,4,4,3,3,3,4,3,Comfort,Durability,Price,Other,2,Curious Skeptics
358,NC,South,25-34,Female,Less than $25k,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.0108,45.0,-1.0,1,0,3,3,2,1,1,1,1,61,52,14,0,0,0,0,3,2,1,2,1,1,1,65,15,0,8,0,4,1,,40,50,105,115,4,5,3,3,5,3,3,4,HandsFreeConvenience,Comfort,Style,Travel,5,Premium Enthusiasts
359,CT,Northeast,55-64,Female,$50k-$74k,White,Yes,$100-$149,In-Store Primarily,Vans,Never heard of it,0.0869,120.3,54.7,0,1,3,2,1,2,1,1,1,64,32,0,18,0,3,0,4,4,2,2,1,1,1,60,79,24,25,0,0,0,4.0,60,75,135,150,2,4,3,3,3,3,3,3,Comfort,HandsFreeConvenience,Durability,Work/Office (casual environment),3,Curious Skeptics
360,MO,Midwest,35-44,Male,$25k-$49k,Hispanic or Latino,Yes,$150-$199,Online Primarily,Nike,Never heard of it,0.01,18.5,-1.0,1,0,4,4,3,3,2,1,1,85,73,60,51,44,9,1,4,4,4,3,2,2,1,86,79,67,65,24,5,6,,115,125,135,165,1,4,4,2,3,3,5,2,Price,Durability,Comfort,Work/Office (casual environment),2,Value Seekers
361,MT,West,25-34,Female,$25k-$49k,Hispanic or Latino,Yes,$50-$99,Online Primarily,Skechers,Never heard of it,0.01,85.9,-1.0,1,0,3,1,2,1,1,1,1,44,1,10,0,0,4,1,2,2,2,1,1,1,1,25,26,23,1,0,0,8,,55,65,75,85,2,4,5,3,3,3,5,3,Price,Durability,Comfort,Everyday casual wear,2,Value Seekers
362,MN,Midwest,35-44,Male,$25k-$49k,White,Yes,Less than $50,In-Store Primarily,Hey Dude,Very familiar,0.2316,69.9,13.1,1,0,4,3,3,2,2,1,1,67,67,63,17,22,2,8,4,4,3,2,2,1,1,80,80,41,27,16,3,0,,85,95,135,175,2,5,5,4,3,4,5,2,Price,Durability,Comfort,Travel,3,Value Seekers
363,PA,Northeast,18-24,Male,$50k-$74k,White,Yes,$100-$149,In-Store Primarily,None,Somewhat familiar,0.2146,100.5,12.7,1,0,4,4,4,3,3,2,1,90,78,75,52,29,24,0,4,4,3,3,2,2,1,90,93,58,61,19,18,0,,65,135,170,180,4,4,3,4,4,3,3,4,Brand,Comfort,HandsFreeConvenience,Everyday casual wear,3,Curious Skeptics
364,CA,West,55-64,Female,$25k-$49k,White,No,$100-$149,Online Primarily,Crocs,Never heard of it,0.01,87.8,-1.0,1,0,2,2,2,1,1,1,1,38,21,14,0,9,0,1,2,1,2,1,1,1,1,38,4,8,0,0,0,4,,40,50,75,85,4,3,3,3,2,2,2,4,Style,Brand,Durability,Travel,3,Curious Skeptics
365,MN,Midwest,55-64,Female,$25k-$49k,Black or African American,Yes,$100-$149,Online Primarily,Nike,Somewhat familiar,0.22,46.2,43.7,0,1,3,3,3,2,2,1,1,49,56,46,7,7,0,0,4,4,4,2,2,2,1,73,82,81,39,26,5,0,5.0,70,120,165,175,3,5,3,3,3,2,4,3,Comfort,Price,Fit,Everyday casual wear,3,Interested Pragmatists
366,WV,South,65+,Male,$75k-$99k,Black or African American,Yes,$200 or more,Depends on Type,Crocs,Never heard of it,0.0432,60.7,67.3,1,0,4,3,3,2,1,2,1,66,60,38,31,0,14,2,5,3,3,2,1,1,1,98,55,39,21,2,0,6,,45,95,150,170,2,4,5,3,2,3,4,2,Durability,Price,Comfort,Work/Office (casual environment),2,Value Seekers
367,CA,West,45-54,Female,$25k-$49k,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.01,65.3,-1.0,1,0,4,4,4,3,2,2,1,78,77,69,42,3,10,4,4,4,3,2,2,2,1,87,80,57,31,2,6,2,,75,125,150,180,4,5,4,3,4,3,3,5,Comfort,Style,Durability,Everyday casual wear,4,Premium Enthusiasts
368,LA,South,25-34,Male,$100k-$149k,Hispanic or Latino,Yes,$200 or more,Depends on Type,Vans,Vaguely aware of it,0.0223,110.2,-1.0,1,0,5,4,4,3,3,2,2,94,80,75,52,36,23,15,5,4,4,3,3,2,2,100,96,74,46,52,25,12,,125,135,145,175,3,4,4,4,3,3,3,4,Fit,Comfort,Durability,Travel,2,Curious Skeptics
369,CO,West,35-44,Female,$100k-$149k,White,Yes,$150-$199,Online Primarily,Skechers,Have used this specific type of technology,0.2098,82.2,30.4,0,1,5,4,3,2,2,1,1,98,88,50,41,24,8,0,5,5,4,4,3,3,2,100,100,79,77,50,46,16,4.0,105,115,150,200,3,3,4,2,2,3,4,3,Price,Durability,Comfort,Specific activity needing convenience,3,Curious Skeptics
370,WV,South,35-44,Female,$25k-$49k,White,Yes,$50-$99,Depends on Type,Nike,Never heard of it,0.0739,96.4,54.7,1,0,3,3,3,2,2,1,1,54,68,31,25,22,1,7,3,4,2,2,1,1,1,66,73,19,35,0,2,0,,40,95,105,135,3,5,3,3,4,3,4,4,Comfort,Style,HandsFreeConvenience,Everyday casual wear,4,Interested Pragmatists
371,KS,Midwest,65+,Female,$150k+,White,Yes,$200 or more,Online Primarily,Other,Somewhat familiar,0.0976,66.1,114.8,0,1,4,3,3,2,2,2,1,85,61,35,24,13,15,1,4,4,3,2,2,2,1,92,82,54,29,25,10,3,4.0,75,90,105,150,3,4,4,3,3,3,3,3,Durability,Comfort,Fit,Work/Office (casual environment),3,Curious Skeptics
372,VT,Northeast,35-44,Female,Less than $25k,Black or African American,Yes,$50-$99,Equal Mix,Nike,Never heard of it,0.0601,45.2,121.6,0,1,4,3,3,3,2,2,1,92,57,64,48,9,13,0,5,4,4,4,3,2,2,95,69,73,78,41,25,14,4.0,90,125,175,185,3,5,4,3,3,3,4,2,Comfort,Price,Durability,Work/Office (casual environment),3,Value Seekers
373,WY,West,45-54,Female,$25k-$49k,White,Yes,$100-$149,In-Store Primarily,Other,Never heard of it,0.1269,97.0,82.8,1,0,3,3,2,2,2,1,1,66,49,25,25,21,7,0,4,3,2,2,1,1,1,74,53,35,7,11,6,0,,75,115,125,135,3,4,3,3,4,2,3,3,Comfort,HandsFreeConvenience,Durability,Work/Office (casual environment),3,Interested Pragmatists
374,OK,South,55-64,Male,Less than $25k,White,Yes,$100-$149,Equal Mix,None,Never heard of it,0.0972,82.8,123.2,1,0,3,3,2,2,1,1,1,50,47,25,1,0,4,6,3,2,2,1,1,1,1,44,16,13,0,0,0,7,,40,65,90,100,2,5,4,3,2,3,4,4,Comfort,Price,Durability,Specific activity needing convenience,3,Interested Pragmatists
375,UT,West,35-44,Female,$50k-$74k,Black or African American,Yes,$50-$99,In-Store Primarily,Nike,Very familiar,0.2303,49.6,9.3,1,0,4,3,2,2,1,1,1,78,45,24,2,0,0,0,3,3,2,2,1,1,1,53,48,14,33,0,5,5,,70,100,115,125,4,5,3,3,3,3,2,5,Comfort,Style,Brand,Style/Fashion statement,4,Premium Enthusiasts
376,TN,South,45-54,Male,Less than $25k,White,Yes,$150-$199,Online Primarily,Skechers,Vaguely aware of it,0.01,81.4,-1.0,0,1,3,2,2,2,1,1,1,45,27,9,0,1,7,0,3,3,2,1,1,1,1,65,47,43,0,7,0,10,4.0,60,70,120,155,4,4,4,3,4,3,3,5,Style,HandsFreeConvenience,Durability,Travel,3,Premium Enthusiasts
377,NJ,Northeast,55-64,Female,$25k-$49k,White,Yes,$150-$199,Online Primarily,Crocs,Vaguely aware of it,0.1874,85.8,6.9,1,0,4,4,3,2,2,2,1,68,72,38,25,8,10,0,4,3,3,3,2,1,1,77,49,35,41,23,0,4,,90,110,120,155,3,5,4,3,4,3,4,4,Comfort,Durability,Style,Travel,4,Interested Pragmatists
378,GA,South,18-24,Female,$25k-$49k,White,Yes,$100-$149,In-Store Primarily,None,Never heard of it,0.0148,92.8,-1.0,1,0,4,3,3,3,2,2,1,81,54,58,35,31,5,5,5,4,3,3,2,1,1,92,68,51,43,1,0,4,,110,120,140,175,2,4,4,4,1,2,4,3,Comfort,Price,Fit,Everyday casual wear,2,Traditionalists
379,OK,South,18-24,Male,$25k-$49k,Asian,No,$200 or more,Depends on Type,Skechers,Never heard of it,0.0802,104.2,88.6,0,1,5,4,4,3,2,2,2,93,72,69,49,30,22,17,5,4,4,4,3,2,2,100,87,81,66,37,28,7,3.0,110,135,145,195,3,4,4,2,4,3,2,5,Style,Comfort,Durability,Everyday casual wear,3,Premium Enthusiasts
380,OK,South,18-24,Male,$25k-$49k,White,Yes,$100-$149,Online Primarily,Crocs,Never heard of it,0.08,65.1,128.5,1,0,4,3,2,2,1,1,1,81,43,22,29,0,0,0,4,3,2,2,1,1,1,70,57,28,30,0,0,2,,45,75,125,155,1,4,5,3,2,3,5,2,Price,Durability,Comfort,Style/Fashion statement,3,Value Seekers
381,ME,Northeast,65+,Male,$100k-$149k,Asian,Yes,$100-$149,Online Primarily,Crocs,Never heard of it,0.01,48.2,-1.0,1,0,3,3,2,2,2,1,1,38,52,37,27,17,0,0,3,3,2,2,1,1,1,70,49,28,18,0,10,4,,50,80,90,155,2,5,5,3,1,3,4,3,Durability,Comfort,Price,Everyday casual wear,1,Traditionalists
382,KY,South,25-34,Male,Less than $25k,Black or African American,Yes,$50-$99,Depends on Type,Skechers,Vaguely aware of it,0.0267,115.2,-1.0,1,0,3,3,3,2,1,1,1,58,47,41,15,1,5,2,3,3,3,2,1,1,1,41,60,45,35,8,0,0,,65,110,120,165,4,5,4,3,5,3,3,5,Style,Comfort,HandsFreeConvenience,Style/Fashion statement,4,Premium Enthusiasts
383,WV,South,45-54,Male,$100k-$149k,White,Yes,$200 or more,In-Store Primarily,Skechers,Somewhat familiar,0.0425,114.9,123.9,1,0,3,3,3,2,1,1,1,48,56,42,4,0,0,7,3,3,2,2,2,1,1,59,50,16,20,1,2,0,,40,105,115,125,3,4,4,3,4,3,2,4,HandsFreeConvenience,Style,Durability,Everyday casual wear,4,Premium Enthusiasts
384,PA,Northeast,65+,Male,$25k-$49k,White,Yes,$100-$149,In-Store Primarily,Skechers,Somewhat familiar,0.1293,88.9,27.4,1,0,3,2,2,2,1,1,1,40,42,33,0,1,0,0,3,2,2,1,1,1,1,57,31,12,2,0,0,0,,60,80,125,135,2,5,3,3,3,3,4,4,Comfort,Price,Style,Everyday casual wear,3,Interested Pragmatists
385,AR,South,55-64,Male,$100k-$149k,Hispanic or Latino,Yes,$150-$199,Online Primarily,None,Never heard of it,0.0214,78.0,-1.0,1,0,4,2,2,1,1,1,1,64,24,0,0,0,0,0,3,2,2,2,1,1,1,46,28,20,18,0,0,2,,40,85,115,125,3,3,4,3,3,3,4,4,Price,Durability,Style,Everyday casual wear,3,Curious Skeptics
386,WI,Midwest,65+,Male,$25k-$49k,Black or African American,Yes,$200 or more,Equal Mix,Skechers,Vaguely aware of it,0.078,64.3,140.1,1,0,3,3,2,1,1,1,1,52,33,18,9,0,1,0,3,3,3,2,1,1,1,58,45,43,11,3,4,2,,70,80,90,115,4,3,3,3,5,4,4,4,HandsFreeConvenience,Price,Brand,Everyday casual wear,3,Premium Enthusiasts
387,RI,Northeast,35-44,Female,$100k-$149k,Hispanic or Latino,Yes,$100-$149,Online Primarily,Nike,Vaguely aware of it,0.1119,52.9,64.7,1,0,4,4,3,2,2,2,1,88,75,53,23,13,10,0,4,4,3,3,2,1,1,90,66,40,36,18,4,3,,120,130,140,190,1,4,5,3,3,3,5,2,Price,Durability,Comfort,Everyday casual wear,3,Value Seekers
388,NM,West,35-44,Female,$75k-$99k,White,Yes,$100-$149,In-Store Primarily,Skechers,Vaguely aware of it,0.063,83.7,95.3,0,1,4,4,3,3,2,1,1,70,72,51,63,24,0,0,5,5,4,4,3,3,2,99,95,91,75,49,44,9,5.0,100,110,170,200,3,5,4,3,3,4,3,4,Comfort,Style,Durability,Work/Office (casual environment),3,Interested Pragmatists
389,WY,West,45-54,Male,$75k-$99k,White,Yes,$100-$149,Online Primarily,Hey Dude,Never heard of it,0.0668,83.7,60.9,1,0,3,3,3,1,1,1,1,65,49,58,10,0,0,0,4,3,3,2,2,1,1,65,62,45,30,22,0,0,,85,95,125,160,2,5,3,3,5,3,4,3,Comfort,HandsFreeConvenience,Price,Everyday casual wear,4,Interested Pragmatists
390,CO,West,55-64,Female,$100k-$149k,White,Yes,$50-$99,Online Primarily,None,Somewhat familiar,0.1794,52.9,27.7,1,0,4,3,3,3,2,1,1,87,45,47,44,26,11,1,3,4,3,2,2,1,1,50,70,48,27,31,2,10,,75,85,150,160,3,4,3,3,2,3,4,3,Comfort,Price,Durability,Specific activity needing convenience,3,Curious Skeptics
391,CO,West,25-34,Male,Less than $25k,White,No,$150-$199,Online Primarily,Skechers,Somewhat familiar,0.2174,53.8,26.3,0,1,4,3,4,2,2,1,1,81,59,64,26,32,9,0,5,4,3,3,2,2,1,86,87,44,57,28,15,0,5.0,85,130,165,190,2,5,4,3,4,3,3,4,Comfort,Style,Durability,Everyday casual wear,4,Interested Pragmatists
392,HI,West,65+,Female,$50k-$74k,White,Yes,$100-$149,Online Primarily,None,Somewhat familiar,0.01,92.0,-1.0,0,1,3,2,2,2,1,1,1,53,33,16,11,0,0,0,4,3,3,1,1,1,1,74,59,42,1,0,0,3,4.0,60,90,115,155,1,4,4,2,2,3,4,2,Price,Durability,Comfort,Everyday casual wear,3,Value Seekers
393,MT,West,35-44,Female,$75k-$99k,Hispanic or Latino,Yes,$100-$149,In-Store Primarily,Vans,Never heard of it,0.0217,51.3,-1.0,1,0,3,4,3,3,1,1,1,55,62,42,47,0,2,0,4,3,3,3,2,2,1,76,56,60,35,2,13,0,,90,100,160,170,1,4,4,3,3,4,4,3,Comfort,Material,Price,Work/Office (casual environment),2,Value Seekers
394,TN,South,35-44,Female,Less than $25k,White,Yes,$50-$99,Online Primarily,None,Never heard of it,0.01,82.5,-1.0,0,1,4,4,3,2,2,1,1,74,70,53,26,17,5,0,5,4,3,3,3,2,1,94,77,58,54,37,16,0,5.0,100,110,180,190,1,4,4,3,2,4,5,2,Price,Material,Durability,Travel,5,Value Seekers
395,HI,West,45-54,Male,$75k-$99k,Hispanic or Latino,Yes,$100-$149,In-Store Primarily,None,Vaguely aware of it,0.0252,67.9,-1.0,1,0,5,5,3,3,3,2,1,100,94,62,47,43,17,0,5,5,4,3,4,3,2,100,99,78,71,80,35,6,,95,175,220,230,1,4,4,3,1,3,3,3,Comfort,Durability,Style,Specific activity needing convenience,1,Traditionalists
396,MN,Midwest,45-54,Male,$100k-$149k,White,Yes,$100-$149,Online Primarily,None,Vaguely aware of it,0.1691,29.3,23.4,0,1,3,3,2,2,1,1,1,57,59,35,16,0,19,2,3,3,3,2,2,1,1,60,39,42,15,7,0,0,5.0,85,95,115,130,2,5,3,2,4,2,3,4,Comfort,Style,HandsFreeConvenience,Travel,4,Interested Pragmatists
397,NH,Northeast,55-64,Female,$100k-$149k,Other,Yes,$150-$199,Equal Mix,None,Vaguely aware of it,0.034,60.6,87.8,0,1,4,4,3,3,2,2,1,75,89,54,57,28,6,0,5,4,3,4,2,2,2,95,76,60,70,18,16,8,5.0,95,105,150,200,2,5,3,3,3,3,4,3,Comfort,Price,Durability,Specific activity needing convenience,4,Interested Pragmatists
398,WI,Midwest,45-54,Female,Less than $25k,Hispanic or Latino,Yes,Less than $50,Equal Mix,Nike,Never heard of it,0.0769,94.8,56.3,1,0,3,3,2,1,1,1,1,67,54,23,0,3,0,1,3,3,2,1,1,1,1,43,41,18,7,0,0,3,,65,85,95,105,4,3,4,3,2,3,4,4,Durability,Style,Price,Everyday casual wear,3,Curious Skeptics
399,MS,South,55-64,Male,$75k-$99k,White,Yes,$100-$149,Equal Mix,None,Never heard of it,0.01,104.8,-1.0,1,0,3,3,2,2,2,1,1,52,44,36,18,21,0,0,4,3,2,2,2,1,1,67,50,28,22,18,3,0,,60,80,95,105,1,5,4,3,1,3,4,3,Comfort,Durability,Price,Specific activity needing convenience,2,Traditionalists
400,VA,South,55-64,Female,Less than $25k,White,No,$50-$99,Online Primarily,Crocs,Never heard of it,0.01,99.0,-1.0,0,1,3,3,2,2,1,1,1,56,70,4,12,1,5,0,3,3,3,2,1,1,1,61,54,47,5,2,10,1,3.0,100,110,120,130,3,5,4,3,3,3,4,3,Comfort,Durability,Price,Specific activity needing convenience,2,Interested Pragmatists
401,VT,Northeast,45-54,Male,$75k-$99k,Asian,Yes,$100-$149,In-Store Primarily,Other,Vaguely aware of it,0.1037,40.6,136.1,0,1,3,3,2,2,1,1,1,63,50,12,8,0,0,0,3,2,2,1,1,1,1,58,31,36,6,4,2,0,1.0,65,75,120,170,2,4,4,3,4,3,4,3,Comfort,Durability,Price,Specific activity needing convenience,1,Interested Pragmatists
402,TN,South,35-44,Male,$25k-$49k,White,Yes,$150-$199,In-Store Primarily,None,Vaguely aware of it,0.01,62.4,-1.0,0,1,3,2,2,1,1,1,1,43,26,20,2,0,0,0,3,3,2,2,1,1,1,76,52,34,28,1,0,0,4.0,55,110,120,175,2,4,4,3,2,3,4,2,Comfort,Price,Durability,Everyday casual wear,2,Value Seekers
403,OH,Midwest,45-54,Male,$100k-$149k,Hispanic or Latino,No,$100-$149,Online Primarily,Nike,Never heard of it,0.0873,127.1,139.0,0,1,4,3,2,2,2,1,1,63,53,33,38,12,7,0,5,4,4,3,2,2,1,95,89,66,35,32,28,0,5.0,90,100,145,170,2,4,4,2,3,3,4,3,Price,Durability,Comfort,Everyday casual wear,4,Value Seekers
404,KS,Midwest,55-64,Female,$50k-$74k,Black or African American,Yes,$100-$149,In-Store Primarily,Nike,Somewhat familiar,0.0311,75.8,135.8,1,0,3,2,2,1,1,1,1,44,23,11,1,0,0,0,3,2,2,1,1,1,1,42,25,22,4,0,1,0,,50,60,110,120,3,3,3,3,2,3,5,3,Price,Fit,Comfort,Specific activity needing convenience,2,Curious Skeptics
405,IL,Midwest,55-64,Male,Less than $25k,Hispanic or Latino,Yes,Less than $50,Online Primarily,Hey Dude,Never heard of it,0.01,80.9,-1.0,1,0,2,2,1,1,1,1,1,38,13,1,8,7,0,0,3,2,1,1,1,1,1,43,33,0,0,4,0,0,,45,55,65,95,3,4,3,3,4,3,4,4,Comfort,Price,Style,Specific activity needing convenience,4,Interested Pragmatists
406,NH,Northeast,55-64,Female,$75k-$99k,White,Yes,$100-$149,In-Store Primarily,Vans,Somewhat familiar,0.1057,68.8,108.4,0,1,3,2,2,1,1,1,1,41,25,28,7,1,0,0,4,4,3,2,2,1,1,73,64,39,29,18,4,0,5.0,65,75,125,175,3,5,4,3,3,3,3,4,Comfort,Durability,Style,Style/Fashion statement,4,Interested Pragmatists
407,MS,South,65+,Male,$100k-$149k,White,Yes,$100-$149,In-Store Primarily,None,Never heard of it,0.01,104.5,-1.0,1,0,4,4,3,2,2,1,1,74,70,51,24,23,12,0,4,4,3,2,2,1,1,84,82,41,45,28,6,0,,90,105,115,185,1,5,5,3,2,3,5,3,Price,Durability,Comfort,Everyday casual wear,2,Value Seekers
408,MD,South,65+,Male,$100k-$149k,White,Yes,$100-$149,Equal Mix,Nike,Vaguely aware of it,0.0954,92.5,142.7,0,1,3,2,2,1,1,1,1,55,23,16,5,0,0,0,3,3,3,2,1,1,1,49,52,37,22,0,9,4,4.0,60,85,105,190,3,5,3,3,3,3,4,3,Comfort,Price,Style,Specific activity needing convenience,4,Interested Pragmatists
409,TX,South,35-44,Female,$25k-$49k,Black or African American,Yes,$100-$149,Online Primarily,Nike,Vaguely aware of it,0.01,70.1,-1.0,0,1,3,3,2,1,2,1,1,66,41,20,5,12,1,3,4,3,2,1,1,1,1,80,64,25,6,1,0,0,4.0,40,80,90,125,1,5,4,4,1,4,5,3,Price,Comfort,Material,Work/Office (casual environment),3,Traditionalists
410,WY,West,55-64,Female,Less than $25k,White,Yes,$100-$149,In-Store Primarily,None,Never heard of it,0.0679,67.7,125.7,0,1,4,3,3,2,2,1,1,92,52,45,29,19,0,0,4,3,3,2,2,2,1,88,51,51,31,36,26,0,3.0,90,100,110,195,1,4,4,3,2,4,4,2,Price,Material,Durability,Specific activity needing convenience,4,Value Seekers
411,KS,Midwest,55-64,Female,$50k-$74k,White,Yes,$100-$149,In-Store Primarily,Vans,Somewhat familiar,0.096,82.8,143.5,0,1,3,3,3,2,1,1,1,55,58,35,1,3,0,0,3,3,3,2,2,1,1,68,51,43,24,15,2,3,3.0,85,95,110,130,1,5,5,3,2,4,5,3,Durability,Comfort,Price,Everyday casual wear,3,Value Seekers
412,CT,Northeast,45-54,Male,$25k-$49k,Hispanic or Latino,Yes,$200 or more,In-Store Primarily,None,Vaguely aware of it,0.0597,67.6,79.3,0,1,4,3,2,2,2,1,1,76,59,33,17,3,0,0,4,4,3,2,3,2,1,93,82,42,36,42,14,0,4.0,80,90,150,165,1,5,5,3,3,3,4,3,Durability,Comfort,Price,Specific activity needing convenience,3,Value Seekers
413,KY,South,35-44,Female,Less than $25k,White,Yes,$100-$149,In-Store Primarily,Crocs,Never heard of it,0.01,37.0,-1.0,1,0,4,3,3,2,1,1,1,78,32,34,22,2,0,0,3,3,2,1,1,1,1,59,44,19,12,0,0,0,,45,55,120,130,3,5,5,2,4,4,3,5,Style,Durability,Comfort,Everyday casual wear,4,Premium Enthusiasts
414,SD,Midwest,25-34,Female,$25k-$49k,Other,Yes,$50-$99,In-Store Primarily,Crocs,Vaguely aware of it,0.1215,38.1,142.3,1,0,4,3,2,2,1,1,1,71,45,25,16,8,0,0,4,3,3,1,1,1,1,77,50,50,9,1,9,2,,70,90,145,155,1,4,5,3,3,3,5,3,Durability,Price,Comfort,Work/Office (casual environment),3,Value Seekers
415,HI,West,55-64,Female,$50k-$74k,Asian,Yes,Less than $50,In-Store Primarily,Adidas,Somewhat familiar,0.0238,53.3,-1.0,1,0,4,4,3,3,2,1,1,67,69,43,31,17,2,0,5,3,3,2,2,2,1,91,61,69,29,36,8,3,,115,125,145,155,2,4,4,3,1,3,5,2,Price,Comfort,Durability,Other,2,Traditionalists
416,SD,Midwest,25-34,Female,$25k-$49k,White,Yes,Less than $50,Online Primarily,Skechers,Never heard of it,0.0995,54.9,51.0,0,1,5,3,4,3,3,2,2,92,63,74,62,39,14,10,5,5,5,4,4,3,2,99,98,94,91,94,56,29,5.0,120,160,240,250,4,3,4,3,2,2,4,3,Durability,Brand,Price,Work/Office (casual environment),4,Curious Skeptics
417,WI,Midwest,55-64,Male,$75k-$99k,White,Yes,$200 or more,Online Primarily,Other,Vaguely aware of it,0.0704,76.0,122.4,1,0,4,3,2,2,1,1,1,72,62,15,27,0,0,0,4,2,2,2,1,1,1,70,13,19,11,0,7,0,,80,95,105,115,1,5,5,4,1,3,5,2,Price,Durability,Comfort,Specific activity needing convenience,1,Traditionalists
418,OH,Midwest,18-24,Female,$75k-$99k,White,Yes,$150-$199,Online Primarily,None,Never heard of it,0.0725,107.8,100.1,0,1,5,4,3,3,2,2,1,98,72,55,51,11,18,1,5,4,4,3,3,2,1,100,84,88,46,55,23,9,4.0,85,145,185,245,1,4,4,4,3,3,4,3,Price,Comfort,Durability,Style/Fashion statement,4,Value Seekers
419,NH,Northeast,18-24,Female,$100k-$149k,Hispanic or Latino,Yes,$100-$149,Equal Mix,Skechers,Vaguely aware of it,0.0555,61.5,73.7,0,1,5,4,4,3,3,2,2,95,95,85,63,48,29,27,5,5,5,4,4,3,3,100,100,100,88,74,39,65,5.0,125,155,170,250,1,5,5,3,3,4,5,3,Durability,Comfort,Price,Everyday casual wear,4,Value Seekers
420,SD,Midwest,35-44,Female,$50k-$74k,White,Yes,$150-$199,In-Store Primarily,Skechers,Never heard of it,0.0657,41.9,80.5,0,1,4,4,3,2,2,1,1,84,61,46,15,17,6,4,5,4,3,3,3,2,2,100,90,49,44,28,0,11,5.0,125,135,165,175,3,4,3,4,4,4,2,5,Style,Fit,Material,Style/Fashion statement,5,Premium Enthusiasts
421,WA,West,55-64,Male,$75k-$99k,Other,Yes,$100-$149,Online Primarily,Skechers,Never heard of it,0.01,87.8,-1.0,1,0,5,4,3,3,3,2,2,95,78,67,39,39,26,4,4,4,4,3,2,2,1,81,65,68,44,6,4,2,,105,130,180,210,1,3,4,3,1,2,4,3,Price,Durability,Fit,Specific activity needing convenience,2,Traditionalists
